# hostname;interval;timestamp;tps;rtps;wtps;bread/s;bwrtn/s
an-sap-s-1;1;2021-04-23 22:00:26 UTC;278.00;0.00;278.00;0.00;139472.00
an-sap-s-1;1;2021-04-23 22:00:27 UTC;212.00;0.00;212.00;0.00;70984.00
an-sap-s-1;1;2021-04-23 22:00:28 UTC;481.00;0.00;481.00;0.00;151496.00
an-sap-s-1;1;2021-04-23 22:00:29 UTC;349.00;0.00;349.00;0.00;178688.00
an-sap-s-2;1;2021-04-24 00:32:35 UTC;403.00;0.00;403.00;0.00;205832.00
an-sap-s-1;1;2021-04-23 22:00:30 UTC;383.00;0.00;383.00;0.00;196096.00
an-sap-s-1;1;2021-04-23 22:00:31 UTC;365.00;0.00;365.00;0.00;185936.00
an-sap-s-1;1;2021-04-23 22:00:32 UTC;387.00;0.00;387.00;0.00;197696.00
an-sap-s-1;1;2021-04-23 22:00:33 UTC;364.00;0.00;364.00;0.00;182640.00
an-sap-s-1;1;2021-04-23 22:00:34 UTC;249.00;0.00;249.00;0.00;127488.00
an-sap-s-1;1;2021-04-23 22:00:35 UTC;324.00;0.00;324.00;0.00;165888.00
an-sap-s-1;1;2021-04-23 22:00:36 UTC;339.00;0.00;339.00;0.00;172616.00
an-sap-s-1;1;2021-04-23 22:00:37 UTC;323.00;0.00;323.00;0.00;163040.00
an-sap-s-1;1;2021-04-23 22:00:38 UTC;359.00;0.00;359.00;0.00;183808.00
an-sap-s-1;1;2021-04-23 22:00:39 UTC;366.00;0.00;366.00;0.00;187392.00
an-sap-s-1;1;2021-04-23 22:00:40 UTC;307.00;0.00;307.00;0.00;154792.00
an-sap-s-1;1;2021-04-23 22:00:41 UTC;364.00;0.00;364.00;0.00;185416.00
an-sap-s-1;1;2021-04-23 22:00:42 UTC;338.00;0.00;338.00;0.00;170672.00
an-sap-s-2;1;2021-04-24 00:32:36 UTC;408.00;0.00;408.00;0.00;208896.00
an-sap-s-2;1;2021-04-24 00:32:37 UTC;290.00;0.00;290.00;0.00;148480.00
an-sap-s-2;1;2021-04-24 00:32:38 UTC;428.00;0.00;428.00;0.00;219136.00
an-sap-s-2;1;2021-04-24 00:32:39 UTC;425.00;0.00;425.00;0.00;217136.00
an-sap-s-2;1;2021-04-24 00:32:40 UTC;405.00;0.00;405.00;0.00;206856.00
an-sap-s-2;1;2021-04-24 00:32:41 UTC;418.00;0.00;418.00;0.00;214016.00
an-sap-s-2;1;2021-04-24 00:32:42 UTC;320.00;0.00;320.00;0.00;163840.00
an-sap-s-2;1;2021-04-24 00:32:43 UTC;451.00;0.00;451.00;0.00;162376.00
an-sap-s-2;1;2021-04-24 00:32:44 UTC;400.00;0.00;400.00;0.00;204368.00
an-sap-s-2;1;2021-04-24 00:32:45 UTC;395.00;0.00;395.00;0.00;201736.00
an-sap-s-2;1;2021-04-24 00:32:46 UTC;430.00;0.00;430.00;0.00;220160.00
an-sap-s-1;1;2021-04-23 22:00:43 UTC;372.00;0.00;372.00;0.00;190464.00
an-sap-s-1;1;2021-04-23 22:00:44 UTC;306.00;0.00;306.00;0.00;154280.00
an-sap-s-1;1;2021-04-23 22:00:45 UTC;384.00;0.00;384.00;0.00;196608.00
an-sap-s-1;1;2021-04-23 22:00:46 UTC;354.00;0.00;354.00;0.00;180352.00
an-sap-s-1;1;2021-04-23 22:00:47 UTC;385.00;0.00;385.00;0.00;197120.00
an-sap-s-1;1;2021-04-23 22:00:48 UTC;369.00;0.00;369.00;0.00;159720.00
an-sap-s-1;1;2021-04-23 22:00:49 UTC;429.00;0.00;429.00;0.00;153936.00
an-sap-s-1;1;2021-04-23 22:00:50 UTC;301.00;0.00;301.00;0.00;153608.00
an-sap-s-1;1;2021-04-23 22:00:51 UTC;329.00;0.00;329.00;0.00;167544.00
an-sap-s-1;1;2021-04-23 22:00:52 UTC;263.00;76.00;187.00;38912.00;95744.00
an-sap-s-1;1;2021-04-23 22:00:53 UTC;200.00;200.00;0.00;102400.00;0.00
an-sap-s-1;1;2021-04-23 22:00:54 UTC;208.00;208.00;0.00;106496.00;0.00
an-sap-s-1;1;2021-04-23 22:00:55 UTC;200.00;199.00;1.00;101888.00;48.00
an-sap-s-2;1;2021-04-24 00:32:47 UTC;374.00;0.00;374.00;0.00;191488.00
an-sap-s-1;1;2021-04-23 22:00:56 UTC;207.00;205.00;2.00;104960.00;56.00
an-sap-s-1;1;2021-04-23 22:00:57 UTC;150.00;147.00;3.00;75264.00;120.00
an-sap-s-1;1;2021-04-23 22:00:58 UTC;230.00;230.00;0.00;117760.00;0.00
an-sap-s-1;1;2021-04-23 22:00:59 UTC;279.00;168.00;111.00;86016.00;4040.00
an-sap-s-1;1;2021-04-23 22:01:00 UTC;219.00;179.00;40.00;91648.00;360.00
an-sap-s-1;1;2021-04-23 22:01:01 UTC;201.00;201.00;0.00;102912.00;0.00
an-sap-s-1;1;2021-04-23 22:01:02 UTC;213.00;208.00;5.00;106496.00;176.00
an-sap-s-1;1;2021-04-23 22:01:03 UTC;230.00;230.00;0.00;117760.00;0.00
an-sap-s-1;1;2021-04-23 22:01:04 UTC;233.00;229.00;4.00;117248.00;32.00
an-sap-s-1;1;2021-04-23 22:01:05 UTC;222.00;222.00;0.00;113664.00;0.00
an-sap-s-1;1;2021-04-23 22:01:06 UTC;226.00;226.00;0.00;115712.00;0.00
an-sap-s-1;1;2021-04-23 22:01:07 UTC;209.00;207.00;2.00;105984.00;168.00
an-sap-s-1;1;2021-04-23 22:01:08 UTC;193.00;191.00;2.00;97792.00;112.00
an-sap-s-2;1;2021-04-24 00:32:48 UTC;263.00;0.00;263.00;0.00;134656.00
an-sap-s-2;1;2021-04-24 00:32:49 UTC;403.00;0.00;403.00;0.00;205856.00
an-sap-s-2;1;2021-04-24 00:32:50 UTC;400.00;0.00;400.00;0.00;204296.00
an-sap-s-2;1;2021-04-24 00:32:51 UTC;408.00;0.00;408.00;0.00;208896.00
an-sap-s-2;1;2021-04-24 00:32:52 UTC;317.00;0.00;317.00;0.00;159312.00
an-sap-s-2;1;2021-04-24 00:32:53 UTC;430.00;0.00;430.00;0.00;220160.00
an-sap-s-2;1;2021-04-24 00:32:54 UTC;367.00;0.00;367.00;0.00;125016.00
an-sap-s-2;1;2021-04-24 00:32:55 UTC;231.00;174.00;57.00;89088.00;28680.00
an-sap-s-2;1;2021-04-24 00:32:56 UTC;224.00;224.00;0.00;114688.00;0.00
an-sap-s-2;1;2021-04-24 00:32:57 UTC;210.00;210.00;0.00;107520.00;0.00
an-sap-s-2;1;2021-04-24 00:32:58 UTC;178.00;178.00;0.00;91136.00;0.00
an-sap-s-2;1;2021-04-24 00:32:59 UTC;215.00;214.00;1.00;109568.00;160.00
an-sap-s-1;1;2021-04-23 22:01:09 UTC;229.00;229.00;0.00;117248.00;0.00
an-sap-s-2;1;2021-04-24 00:33:00 UTC;252.00;164.00;88.00;83968.00;2528.00
an-sap-s-2;1;2021-04-24 00:33:01 UTC;226.00;226.00;0.00;115712.00;0.00
an-sap-s-2;1;2021-04-24 00:33:02 UTC;192.00;192.00;0.00;98304.00;0.00
an-sap-s-2;1;2021-04-24 00:33:03 UTC;187.00;187.00;0.00;95744.00;0.00
an-sap-s-2;1;2021-04-24 00:33:04 UTC;206.00;205.00;1.00;104960.00;72.00
an-sap-s-2;1;2021-04-24 00:33:05 UTC;217.00;153.00;64.00;78336.00;1984.00
an-sap-s-2;1;2021-04-24 00:33:06 UTC;264.00;194.00;70.00;99328.00;592.00
an-sap-s-2;1;2021-04-24 00:33:07 UTC;214.00;214.00;0.00;109568.00;0.00
an-sap-s-2;1;2021-04-24 00:33:08 UTC;193.00;193.00;0.00;98816.00;0.00
an-sap-s-2;1;2021-04-24 00:33:09 UTC;189.00;188.00;1.00;96256.00;64.00
an-sap-s-2;1;2021-04-24 00:33:10 UTC;143.00;142.00;1.00;72704.00;8.00
an-sap-s-2;1;2021-04-24 00:33:11 UTC;211.00;211.00;0.00;108032.00;0.00
an-sap-s-2;1;2021-04-24 00:33:12 UTC;194.00;194.00;0.00;99328.00;0.00
an-sap-s-1;1;2021-04-23 22:01:10 UTC;193.00;190.00;3.00;97280.00;88.00
an-sap-s-1;1;2021-04-23 22:01:11 UTC;217.00;217.00;0.00;111104.00;0.00
an-sap-s-2;1;2021-04-24 00:33:13 UTC;207.00;207.00;0.00;105984.00;0.00
an-sap-s-2;1;2021-04-24 00:33:14 UTC;191.00;190.00;1.00;97280.00;48.00
an-sap-s-2;1;2021-04-24 00:33:15 UTC;169.00;169.00;0.00;86528.00;0.00
an-sap-s-2;1;2021-04-24 00:33:16 UTC;287.00;173.00;114.00;88576.00;3920.00
an-sap-s-2;1;2021-04-24 00:33:17 UTC;197.00;174.00;23.00;89088.00;320.00
an-sap-s-2;1;2021-04-24 00:33:18 UTC;211.00;211.00;0.00;108032.00;0.00
an-sap-s-2;1;2021-04-24 00:33:19 UTC;215.00;214.00;1.00;109568.00;8.00
an-sap-s-2;1;2021-04-24 00:33:20 UTC;211.00;211.00;0.00;108032.00;0.00
an-sap-s-2;1;2021-04-24 00:33:21 UTC;216.00;216.00;0.00;110592.00;0.00
an-sap-s-2;1;2021-04-24 00:33:22 UTC;216.00;215.00;1.00;110080.00;64.00
an-sap-s-2;1;2021-04-24 00:33:23 UTC;189.00;178.00;11.00;91136.00;5248.00
an-sap-s-2;2;2021-04-24 00:33:25 UTC;195.81;193.95;1.86;99304.19;11.16
an-sap-s-2;1;2021-04-24 00:33:26 UTC;270.00;167.00;103.00;85504.00;3512.00
an-sap-s-2;1;2021-04-24 00:33:27 UTC;245.00;179.00;66.00;91648.00;664.00
an-sap-s-2;1;2021-04-24 00:33:28 UTC;205.00;205.00;0.00;104960.00;0.00
an-sap-s-2;1;2021-04-24 00:33:29 UTC;211.00;210.00;1.00;107520.00;8.00
an-sap-s-2;1;2021-04-24 00:33:30 UTC;180.00;180.00;0.00;92160.00;0.00
an-sap-s-2;1;2021-04-24 00:33:31 UTC;198.00;197.00;1.00;100864.00;16.00
an-sap-s-2;1;2021-04-24 00:33:32 UTC;181.00;180.00;1.00;92160.00;56.00
an-sap-s-2;1;2021-04-24 00:33:33 UTC;201.00;201.00;0.00;102912.00;0.00
an-sap-s-2;1;2021-04-24 00:33:34 UTC;214.00;213.00;1.00;109056.00;8.00
an-sap-s-2;1;2021-04-24 00:33:35 UTC;208.00;208.00;0.00;106496.00;0.00
an-sap-s-2;1;2021-04-24 00:33:36 UTC;221.00;205.00;16.00;104960.00;136.00
an-sap-s-2;1;2021-04-24 00:33:37 UTC;284.00;165.00;119.00;84480.00;3832.00
an-sap-s-2;1;2021-04-24 00:33:38 UTC;176.00;174.00;2.00;89088.00;16.00
an-sap-s-2;1;2021-04-24 00:33:39 UTC;214.00;213.00;1.00;109056.00;8.00
an-sap-s-2;1;2021-04-24 00:33:40 UTC;213.00;213.00;0.00;109056.00;0.00
an-sap-s-2;1;2021-04-24 00:33:41 UTC;164.00;164.00;0.00;83968.00;0.00
an-sap-s-2;1;2021-04-24 00:33:42 UTC;178.00;170.00;8.00;87040.00;1672.00
an-sap-s-2;1;2021-04-24 00:33:43 UTC;212.00;212.00;0.00;108544.00;0.00
an-sap-s-2;1;2021-04-24 00:33:44 UTC;199.00;198.00;1.00;101376.00;8.00
an-sap-s-2;1;2021-04-24 00:33:45 UTC;209.00;209.00;0.00;107008.00;0.00
an-sap-s-2;1;2021-04-24 00:33:46 UTC;169.00;169.00;0.00;86528.00;0.00
an-sap-s-2;1;2021-04-24 00:33:47 UTC;191.00;190.00;1.00;97280.00;48.00
an-sap-s-2;1;2021-04-24 00:33:48 UTC;273.00;157.00;116.00;80384.00;2424.00
an-sap-s-2;1;2021-04-24 00:33:49 UTC;208.00;200.00;8.00;102400.00;104.00
an-sap-s-2;1;2021-04-24 00:33:50 UTC;202.00;202.00;0.00;103424.00;0.00
an-sap-s-1;1;2021-04-23 22:01:12 UTC;187.00;184.00;3.00;94208.00;104.00
an-sap-s-1;1;2021-04-23 22:01:13 UTC;220.00;218.00;2.00;111616.00;88.00
an-sap-s-1;1;2021-04-23 22:01:14 UTC;229.00;162.00;67.00;82944.00;4736.00
an-sap-s-1;1;2021-04-23 22:01:15 UTC;266.00;186.00;80.00;95232.00;704.00
an-sap-s-1;1;2021-04-23 22:01:16 UTC;207.00;207.00;0.00;105984.00;0.00
an-sap-s-1;1;2021-04-23 22:01:17 UTC;190.00;188.00;2.00;96256.00;88.00
an-sap-s-1;1;2021-04-23 22:01:18 UTC;213.00;211.00;2.00;108032.00;112.00
an-sap-s-1;1;2021-04-23 22:01:19 UTC;191.00;191.00;0.00;97792.00;0.00
an-sap-s-1;1;2021-04-23 22:01:20 UTC;226.00;225.00;1.00;115200.00;8.00
an-sap-s-1;1;2021-04-23 22:01:21 UTC;202.00;202.00;0.00;103424.00;0.00
an-sap-s-1;1;2021-04-23 22:01:22 UTC;220.00;220.00;0.00;112640.00;0.00
an-sap-s-1;1;2021-04-23 22:01:23 UTC;222.00;222.00;0.00;113664.00;0.00
an-sap-s-1;1;2021-04-23 22:01:24 UTC;205.00;204.00;1.00;104448.00;32.00
an-sap-s-2;1;2021-04-24 00:33:51 UTC;199.00;199.00;0.00;101888.00;0.00
an-sap-s-2;1;2021-04-24 00:33:52 UTC;187.00;186.00;1.00;95232.00;64.00
an-sap-s-2;1;2021-04-24 00:33:53 UTC;201.00;194.00;7.00;99328.00;1616.00
an-sap-s-2;1;2021-04-24 00:33:54 UTC;212.00;212.00;0.00;108544.00;0.00
an-sap-s-2;1;2021-04-24 00:33:55 UTC;200.00;200.00;0.00;102400.00;0.00
an-sap-s-1;1;2021-04-23 22:01:25 UTC;284.00;154.00;130.00;78848.00;4080.00
an-sap-s-2;1;2021-04-24 00:33:56 UTC;211.00;211.00;0.00;108032.00;0.00
an-sap-s-2;1;2021-04-24 00:33:57 UTC;140.00;139.00;1.00;71168.00;64.00
an-sap-s-2;1;2021-04-24 00:33:58 UTC;202.00;122.00;80.00;62464.00;704.00
an-sap-s-2;1;2021-04-24 00:33:59 UTC;56.00;6.00;50.00;3072.00;1784.00
an-sap-s-2;1;2021-04-24 00:34:00 UTC;214.00;0.00;214.00;0.00;109568.00
an-sap-s-2;1;2021-04-24 00:34:01 UTC;354.00;0.00;354.00;0.00;181248.00
an-sap-s-2;1;2021-04-24 00:34:02 UTC;193.00;0.00;193.00;0.00;98376.00
an-sap-s-2;1;2021-04-24 00:34:03 UTC;387.00;0.00;387.00;0.00;187088.00
an-sap-s-2;1;2021-04-24 00:34:04 UTC;368.00;0.00;368.00;0.00;168192.00
an-sap-s-2;1;2021-04-24 00:34:05 UTC;412.00;0.00;412.00;0.00;210944.00
an-sap-s-2;1;2021-04-24 00:34:06 UTC;410.00;0.00;410.00;0.00;209920.00
an-sap-s-2;1;2021-04-24 00:34:07 UTC;398.00;0.00;398.00;0.00;202832.00
an-sap-s-2;1;2021-04-24 00:34:08 UTC;355.00;0.00;355.00;0.00;181760.00
an-sap-s-1;1;2021-04-23 22:01:26 UTC;232.00;217.00;15.00;111104.00;152.00
an-sap-s-2;1;2021-04-24 00:34:09 UTC;350.00;0.00;350.00;0.00;128920.00
an-sap-s-2;1;2021-04-24 00:34:10 UTC;381.00;0.00;381.00;0.00;195072.00
an-sap-s-2;1;2021-04-24 00:34:11 UTC;411.00;0.00;411.00;0.00;210432.00
an-sap-s-2;1;2021-04-24 00:34:12 UTC;178.00;0.00;178.00;0.00;90176.00
an-sap-s-2;1;2021-04-24 00:34:13 UTC;362.00;0.00;362.00;0.00;185344.00
an-sap-s-2;1;2021-04-24 00:34:14 UTC;288.00;0.00;288.00;0.00;145872.00
an-sap-s-1;1;2021-04-23 22:01:27 UTC;207.00;207.00;0.00;105984.00;0.00
an-sap-s-1;1;2021-04-23 22:01:28 UTC;217.00;216.00;1.00;110592.00;96.00
an-sap-s-1;1;2021-04-23 22:01:29 UTC;201.00;201.00;0.00;102912.00;0.00
an-sap-s-1;1;2021-04-23 22:01:30 UTC;211.00;210.00;1.00;107520.00;8.00
an-sap-s-1;1;2021-04-23 22:01:31 UTC;204.00;204.00;0.00;104448.00;0.00
an-sap-s-1;1;2021-04-23 22:01:32 UTC;213.00;213.00;0.00;109056.00;0.00
an-sap-s-1;1;2021-04-23 22:01:33 UTC;184.00;184.00;0.00;94208.00;0.00
an-sap-s-1;1;2021-04-23 22:01:34 UTC;200.00;198.00;2.00;101376.00;40.00
an-sap-s-1;1;2021-04-23 22:01:35 UTC;195.00;193.00;2.00;98816.00;80.00
an-sap-s-1;1;2021-04-23 22:01:36 UTC;266.00;177.00;89.00;90624.00;3712.00
an-sap-s-1;1;2021-04-23 22:01:37 UTC;224.00;171.00;53.00;87552.00;544.00
an-sap-s-1;1;2021-04-23 22:01:38 UTC;220.00;220.00;0.00;112640.00;0.00
an-sap-s-1;1;2021-04-23 22:01:39 UTC;210.00;206.00;4.00;105472.00;144.00
an-sap-s-1;1;2021-04-23 22:01:40 UTC;225.00;223.00;2.00;114176.00;112.00
an-sap-s-1;1;2021-04-23 22:01:41 UTC;203.00;203.00;0.00;103936.00;0.00
an-sap-s-1;1;2021-04-23 22:01:42 UTC;198.00;195.00;3.00;99840.00;88.00
an-sap-s-1;1;2021-04-23 22:01:43 UTC;223.00;223.00;0.00;114176.00;0.00
an-sap-s-1;1;2021-04-23 22:01:44 UTC;197.00;194.00;3.00;99328.00;96.00
an-sap-s-1;1;2021-04-23 22:01:45 UTC;227.00;227.00;0.00;116224.00;0.00
an-sap-s-1;1;2021-04-23 22:01:46 UTC;202.00;200.00;2.00;102400.00;80.00
an-sap-s-1;1;2021-04-23 22:01:47 UTC;228.00;226.00;2.00;115712.00;104.00
an-sap-s-1;1;2021-04-23 22:01:48 UTC;190.00;190.00;0.00;97280.00;0.00
an-sap-s-1;1;2021-04-23 22:01:49 UTC;180.00;178.00;2.00;91136.00;112.00
an-sap-s-1;1;2021-04-23 22:01:50 UTC;234.00;234.00;0.00;119808.00;0.00
an-sap-s-1;1;2021-04-23 22:01:51 UTC;204.00;200.00;4.00;102400.00;104.00
an-sap-s-1;1;2021-04-23 22:01:52 UTC;293.00;162.00;131.00;82944.00;5584.00
an-sap-s-1;1;2021-04-23 22:01:53 UTC;116.00;80.00;36.00;40960.00;352.00
an-sap-s-1;1;2021-04-23 22:01:54 UTC;190.00;0.00;190.00;0.00;97280.00
an-sap-s-1;1;2021-04-23 22:01:55 UTC;349.00;0.00;349.00;0.00;178688.00
an-sap-s-1;1;2021-04-23 22:01:56 UTC;361.00;0.00;361.00;0.00;184832.00
an-sap-s-1;1;2021-04-23 22:01:57 UTC;345.00;0.00;345.00;0.00;176256.00
an-sap-s-1;1;2021-04-23 22:01:58 UTC;332.00;0.00;332.00;0.00;168752.00
an-sap-s-1;1;2021-04-23 22:01:59 UTC;367.00;0.00;367.00;0.00;187904.00
an-sap-s-1;1;2021-04-23 22:02:00 UTC;363.00;0.00;363.00;0.00;185856.00
an-sap-s-1;1;2021-04-23 22:02:01 UTC;365.00;0.00;365.00;0.00;186880.00
an-sap-s-1;1;2021-04-23 22:02:02 UTC;408.00;0.00;408.00;0.00;139368.00
an-sap-s-1;1;2021-04-23 22:02:03 UTC;339.00;0.00;339.00;0.00;164640.00
an-sap-s-1;1;2021-04-23 22:02:04 UTC;365.00;0.00;365.00;0.00;186880.00
an-sap-s-1;1;2021-04-23 22:02:05 UTC;366.00;0.00;366.00;0.00;187392.00
an-sap-s-1;1;2021-04-23 22:02:06 UTC;390.00;0.00;390.00;0.00;199680.00
an-sap-s-1;1;2021-04-23 22:02:07 UTC;399.00;0.00;399.00;0.00;203816.00
an-sap-s-1;1;2021-04-23 22:02:08 UTC;237.00;0.00;237.00;0.00;119904.00
an-sap-s-2;1;2021-04-24 00:34:15 UTC;425.00;0.00;425.00;0.00;158728.00
an-sap-s-2;1;2021-04-24 00:34:16 UTC;418.00;0.00;418.00;0.00;214016.00
an-sap-s-2;1;2021-04-24 00:34:17 UTC;187.00;0.00;187.00;0.00;91288.00
an-sap-s-2;1;2021-04-24 00:34:18 UTC;322.00;0.00;322.00;0.00;164864.00
an-sap-s-2;1;2021-04-24 00:34:19 UTC;412.00;0.00;412.00;0.00;210944.00
an-sap-s-2;1;2021-04-24 00:34:20 UTC;421.00;0.00;421.00;0.00;212576.00
an-sap-s-2;1;2021-04-24 00:34:21 UTC;384.00;0.00;384.00;0.00;196608.00
an-sap-s-2;1;2021-04-24 00:34:22 UTC;295.00;0.00;295.00;0.00;150592.00
an-sap-s-2;1;2021-04-24 00:34:23 UTC;399.00;0.00;399.00;0.00;203784.00
an-sap-s-2;1;2021-04-24 00:34:24 UTC;389.00;0.00;389.00;0.00;197688.00
an-sap-s-2;1;2021-04-24 00:34:25 UTC;420.00;0.00;420.00;0.00;215040.00
an-sap-s-2;1;2021-04-24 00:34:26 UTC;429.00;0.00;429.00;0.00;159168.00
an-sap-s-2;1;2021-04-24 00:34:27 UTC;394.00;0.00;394.00;0.00;201728.00
an-sap-s-2;1;2021-04-24 00:34:28 UTC;126.00;0.00;126.00;0.00;64512.00
an-sap-s-2;1;2021-04-24 00:34:29 UTC;376.00;0.00;376.00;0.00;191624.00
an-sap-s-2;1;2021-04-24 00:34:30 UTC;418.00;0.00;418.00;0.00;214016.00
an-sap-s-2;1;2021-04-24 00:34:31 UTC;366.00;0.00;366.00;0.00;187392.00
an-sap-s-2;1;2021-04-24 00:34:32 UTC;294.00;0.00;294.00;0.00;144784.00
an-sap-s-2;1;2021-04-24 00:34:33 UTC;365.00;0.00;365.00;0.00;186880.00
an-sap-s-2;1;2021-04-24 00:34:34 UTC;364.00;0.00;364.00;0.00;185392.00
an-sap-s-2;1;2021-04-24 00:34:35 UTC;413.00;0.00;413.00;0.00;211456.00
an-sap-s-2;1;2021-04-24 00:34:36 UTC;347.00;109.00;238.00;55808.00;58304.00
an-sap-s-2;1;2021-04-24 00:34:37 UTC;229.00;229.00;0.00;117248.00;0.00
an-sap-s-2;1;2021-04-24 00:34:38 UTC;213.00;213.00;0.00;109056.00;0.00
an-sap-s-2;1;2021-04-24 00:34:39 UTC;192.00;191.00;1.00;97792.00;104.00
an-sap-s-2;1;2021-04-24 00:34:40 UTC;206.00;206.00;0.00;105472.00;0.00
an-sap-s-2;1;2021-04-24 00:34:41 UTC;224.00;221.00;3.00;113152.00;24.00
an-sap-s-2;1;2021-04-24 00:34:42 UTC;236.00;231.00;5.00;118272.00;1480.00
an-sap-s-2;1;2021-04-24 00:34:43 UTC;211.00;211.00;0.00;108032.00;0.00
an-sap-s-2;1;2021-04-24 00:34:44 UTC;188.00;187.00;1.00;95744.00;80.00
an-sap-s-2;1;2021-04-24 00:34:45 UTC;204.00;204.00;0.00;104448.00;0.00
an-sap-s-2;1;2021-04-24 00:34:46 UTC;204.00;203.00;1.00;103936.00;8.00
an-sap-s-2;1;2021-04-24 00:34:47 UTC;303.00;180.00;123.00;92160.00;2632.00
an-sap-s-2;1;2021-04-24 00:34:48 UTC;192.00;188.00;4.00;96256.00;48.00
an-sap-s-2;1;2021-04-24 00:34:49 UTC;202.00;201.00;1.00;102912.00;112.00
an-sap-s-2;1;2021-04-24 00:34:50 UTC;193.00;193.00;0.00;98816.00;0.00
an-sap-s-2;1;2021-04-24 00:34:51 UTC;219.00;218.00;1.00;111616.00;8.00
an-sap-s-2;1;2021-04-24 00:34:52 UTC;215.00;215.00;0.00;110080.00;0.00
an-sap-s-2;1;2021-04-24 00:34:53 UTC;199.00;199.00;0.00;101888.00;0.00
an-sap-s-2;1;2021-04-24 00:34:54 UTC;194.00;193.00;1.00;98816.00;32.00
an-sap-s-2;1;2021-04-24 00:34:55 UTC;198.00;198.00;0.00;101376.00;0.00
an-sap-s-2;1;2021-04-24 00:34:56 UTC;199.00;198.00;1.00;101376.00;8.00
an-sap-s-2;1;2021-04-24 00:34:57 UTC;210.00;210.00;0.00;107520.00;0.00
an-sap-s-2;1;2021-04-24 00:34:58 UTC;195.00;180.00;15.00;92160.00;2880.00
an-sap-s-2;1;2021-04-24 00:34:59 UTC;201.00;200.00;1.00;102400.00;104.00
an-sap-s-2;1;2021-04-24 00:35:00 UTC;189.00;188.00;1.00;96256.00;8.00
an-sap-s-2;1;2021-04-24 00:35:01 UTC;216.00;216.00;0.00;110592.00;0.00
an-sap-s-2;1;2021-04-24 00:35:02 UTC;160.00;160.00;0.00;81920.00;0.00
an-sap-s-2;1;2021-04-24 00:35:03 UTC;277.00;198.00;79.00;101376.00;744.00
an-sap-s-2;1;2021-04-24 00:35:04 UTC;199.00;130.00;69.00;66560.00;6640.00
an-sap-s-2;1;2021-04-24 00:35:05 UTC;205.00;205.00;0.00;104960.00;0.00
an-sap-s-2;1;2021-04-24 00:35:06 UTC;215.00;214.00;1.00;109568.00;8.00
an-sap-s-2;1;2021-04-24 00:35:07 UTC;147.00;147.00;0.00;75264.00;0.00
an-sap-s-2;1;2021-04-24 00:35:08 UTC;155.00;136.00;19.00;69632.00;3000.00
an-sap-s-2;1;2021-04-24 00:35:09 UTC;203.00;200.00;3.00;102400.00;168.00
